;AutoSpike-32 ASCII File
;1
; Wave data Signal pse_L3_50mM_NaCl_01
; Rec. Factor 465.462670
; Sample rate 19200.0
; Format :<time> 	 <Value>
0.516458	3
0.516510	-58
0.516563	-103
0.516615	-51
0.516667	-29
0.516719	-103
0.516771	-72
0.516823	30
0.516875	16
0.516927	-32
0.516979	-16
0.517031	-59
0.517083	-91
0.517135	-49
0.517188	13
0.517240	-44
0.517292	-92
0.517344	-48
0.517396	-9
0.517448	-61
0.517500	-34
0.517552	-31
0.517604	-141
0.517656	-64
0.517708	26
0.517760	-74
0.517813	-93
0.517865	-40
0.517917	-56
0.517969	-95
0.518021	-73
0.518073	-16
0.518125	-75
0.518177	-51
0.518229	-2
0.518281	-58
0.518333	-47
0.518385	-26
0.518438	1
0.518490	-91
0.518542	-44
0.518594	31
0.518646	-59
0.518698	-50
0.518750	-13
0.518802	0
0.518854	-86
0.518906	-74
0.518958	-26
0.519010	-49
0.519063	-63
0.519115	23
0.519167	-32
0.519219	-91
0.519271	-42
0.519323	-63
0.519375	-93
0.519427	-57
0.519479	10
0.519531	-69
0.519583	-56
0.519635	19
0.519688	-67
0.519740	-121
0.519792	-50
0.519844	14
0.519896	-60
0.519948	-50
0.520000	6
0.520052	-69
0.520104	-40
0.520156	-18
0.520208	-17
0.520260	-88
0.520313	-24
0.520365	68
0.520417	-33
0.520469	-59
0.520521	0
0.520573	-81
0.520625	-140
0.520677	-65
0.520729	-5
0.520781	-60
0.520833	-52
0.520885	11
0.520938	-49
0.520990	-92
0.521042	32
0.521094	-48
0.521146	-138
0.521198	-32
0.521250	9
0.521302	-72
0.521354	-99
0.521406	5
0.521458	-62
0.521510	-84
0.521563	-45
0.521615	-64
0.521667	-70
0.521719	13
0.521771	68
0.521823	-77
0.521875	-79
0.521927	-1
0.521979	-20
0.522031	-96
0.522083	-103
0.522135	-82
0.522188	-98
0.522240	-65
0.522292	50
0.522344	-30
0.522396	-125
0.522448	-62
0.522500	-35
0.522552	-41
0.522604	13
0.522656	-11
0.522708	-28
0.522760	-50
0.522813	-39
0.522865	-30
0.522917	-82
0.522969	-17
0.523021	46
0.523073	-92
0.523125	-67
0.523177	16
0.523229	-84
0.523281	-138
0.523333	-62
0.523385	-41
0.523438	-81
0.523490	-78
0.523542	-16
0.523594	-102
0.523646	-57
0.523698	-35
0.523750	-26
0.523802	-92
0.523854	64
0.523906	-30
0.523958	-41
0.524010	-30
0.524063	-1
0.524115	-39
0.524167	-53
0.524219	-22
0.524271	-15
0.524323	-64
0.524375	28
0.524427	-44
0.524479	-43
0.524531	-28
0.524583	5
0.524635	-61
0.524688	-101
0.524740	18
0.524792	-3
0.524844	-109
0.524896	-40
0.524948	0
0.525000	-55
0.525052	-56
0.525104	-27
0.525156	-59
0.525208	-79
0.525260	3
0.525313	30
0.525365	-59
0.525417	-24
0.525469	20
0.525521	-93
0.525573	-95
0.525625	7
0.525677	-1
0.525729	-43
0.525781	-28
0.525833	-52
0.525885	-80
0.525938	-76
0.525990	-14
0.526042	-24
0.526094	-85
0.526146	-61
0.526198	-23
0.526250	-60
0.526302	15
0.526354	0
0.526406	-61
0.526458	-70
0.526510	18
0.526563	-23
0.526615	-82
0.526667	-85
0.526719	-75
0.526771	-101
0.526823	-61
0.526875	56
0.526927	-24
0.526979	-25
0.527031	-10
0.527083	-65
0.527135	-121
0.527188	-39
0.527240	-37
0.527292	-75
0.527344	-92
0.527396	14
0.527448	-41
0.527500	-70
0.527552	-38
0.527604	-43
0.527656	-55
0.527708	-97
0.527760	-30
0.527813	-62
0.527865	-77
0.527917	-44
0.527969	-104
0.528021	-80
0.528073	-3
0.528125	-50
0.528177	-119
0.528229	-78
0.528281	9
0.528333	-79
0.528385	-96
0.528438	-24
0.528490	17
0.528542	-84
0.528594	7
0.528646	-71
0.528698	-49
0.528750	-72
0.528802	8
0.528854	-53
0.528906	-72
0.528958	-16
0.529010	1
0.529063	-95
0.529115	-98
0.529167	-15
0.529219	-51
0.529271	-108
0.529323	-20
0.529375	-90
0.529427	-52
0.529479	-25
0.529531	-68
0.529583	-80
0.529635	-60
0.529688	-9
0.529740	-40
0.529792	-109
0.529844	4
0.529896	-1
0.529948	-67
0.530000	-28
0.530052	31
0.530104	-22
0.530156	-84
0.530208	34
0.530260	-58
0.530313	-78
0.530365	-21
0.530417	7
0.530469	-24
0.530521	-34
0.530573	-15
0.530625	-42
0.530677	-61
0.530729	16
0.530781	-59
0.530833	-75
0.530885	-70
0.530938	-19
0.530990	-87
0.531042	-106
0.531094	-26
0.531146	-42
0.531198	-84
0.531250	-11
0.531302	24
0.531354	-77
0.531406	-51
0.531458	-14
0.531510	-52
0.531563	-65
0.531615	-26
0.531667	-96
0.531719	-119
0.531771	7
0.531823	38
0.531875	-55
0.531927	-9
0.531979	54
0.532031	-20
0.532083	-112
0.532135	-40
0.532188	-68
0.532240	-71
0.532292	-65
0.532344	54
0.532396	-46
0.532448	-93
0.532500	-53
0.532552	-92
0.532604	-137
0.532656	-63
0.532708	-45
0.532760	-62
0.532813	0
0.532865	-20
0.532917	-41
0.532969	-55
0.533021	-1
0.533073	-51
0.533125	-85
0.533177	-9
0.533229	8
0.533281	-73
0.533333	-53
0.533385	14
0.533438	-36
0.533490	-113
0.533542	-70
0.533594	-33
0.533646	-57
0.533698	12
0.533750	6
0.533802	-81
0.533854	-84
0.533906	0
0.533958	-9
0.534010	-80
0.534063	-11
0.534115	-22
0.534167	-16
0.534219	-37
0.534271	25
0.534323	-31
0.534375	-50
0.534427	1
0.534479	-108
0.534531	-142
0.534583	-44
0.534635	1
0.534688	-87
0.534740	-77
0.534792	-20
0.534844	-30
0.534896	-97
0.534948	31
0.535000	3
0.535052	-33
0.535104	-53
0.535156	-24
0.535208	-88
0.535260	-79
0.535313	-19
0.535365	-6
0.535417	-94
0.535469	-37
0.535521	-28
0.535573	-108
0.535625	-93
0.535677	54
0.535729	-41
0.535781	-78
0.535833	-14
0.535885	3
0.535938	-90
0.535990	-38
0.536042	-10
0.536094	-76
0.536146	-55
0.536198	-16
0.536250	-43
0.536302	-59
0.536354	-25
0.536406	14
0.536458	-71
0.536510	-53
0.536563	-34
0.536615	-68
0.536667	-111
0.536719	-57
0.536771	2
0.536823	-91
0.536875	-67
0.536927	23
0.536979	-87
0.537031	-56
0.537083	17
0.537135	-77
0.537188	-112
0.537240	-16
0.537292	7
0.537344	-82
0.537396	-97
0.537448	-8
0.537500	-28
0.537552	-59
0.537604	-50
0.537656	-56
0.537708	-77
0.537760	-52
0.537813	6
0.537865	-46
0.537917	-42
0.537969	-28
0.538021	-49
0.538073	-92
0.538125	-38
0.538177	-50
0.538229	-101
0.538281	-54
0.538333	-1
0.538385	-87
0.538438	-69
0.538490	9
0.538542	-37
0.538594	-70
0.538646	10
0.538698	2
0.538750	3
0.538802	-26
0.538854	9
0.538906	-90
0.538958	-29
0.539010	26
0.539063	-12
0.539115	-76
0.539167	-21
0.539219	-14
0.539271	-62
0.539323	-46
0.539375	-12
0.539427	-67
0.539479	-128
0.539531	-71
0.539583	-77
0.539635	-133
0.539688	-87
0.539740	-25
0.539792	-45
0.539844	-91
0.539896	19
0.539948	-9
0.540000	-54
0.540052	-15
0.540104	-36
0.540156	-114
0.540208	-74
0.540260	-70
0.540313	-51
0.540365	-70
0.540417	11
0.540469	-55
0.540521	-66
0.540573	-44
0.540625	0
0.540677	-55
0.540729	-68
0.540781	29
0.540833	7
0.540885	-37
0.540938	-13
0.540990	-24
0.541042	-66
0.541094	-19
0.541146	15
0.541198	-88
0.541250	-85
0.541302	-90
0.541354	-32
0.541406	-129
0.541458	-104
0.541510	-36
0.541563	-26
0.541615	-70
0.541667	-14
0.541719	-24
0.541771	-39
0.541823	-28
0.541875	-7
0.541927	-41
0.541979	-38
0.542031	15
0.542083	-63
0.542135	-111
0.542188	-9
0.542240	-19
0.542292	-78
0.542344	-39
0.542396	-17
0.542448	-45
0.542500	-86
0.542552	-17
0.542604	-122
0.542656	-40
0.542708	21
0.542760	-7
0.542813	-107
0.542865	-19
0.542917	-11
0.542969	-123
0.543021	-122
0.543073	2
0.543125	3
0.543177	-89
0.543229	19
0.543281	-51
0.543333	-109
0.543385	-80
0.543438	6
0.543490	-54
0.543542	-120
0.543594	0
0.543646	-26
0.543698	-70
0.543750	5
0.543802	-23
0.543854	-66
0.543906	-84
0.543958	27
0.544010	-30
0.544063	-72
0.544115	-8
0.544167	-52
0.544219	-73
0.544271	-74
0.544323	-29
0.544375	-129
0.544427	-112
0.544479	3
0.544531	-106
0.544583	-68
0.544635	22
0.544688	21
0.544740	-53
0.544792	-65
0.544844	31
0.544896	-8
0.544948	-51
0.545000	-32
0.545052	-2
0.545104	-81
0.545156	-20
0.545208	-57
0.545260	-51
0.545313	-88
0.545365	35
0.545417	-33
0.545469	-87
0.545521	10
0.545573	18
0.545625	-100
0.545677	-32
0.545729	14
0.545781	-128
0.545833	-130
0.545885	-17
0.545938	-24
0.545990	-48
0.546042	-32
0.546094	-6
0.546146	-119
0.546198	-63
0.546250	-20
0.546302	-22
0.546354	-18
0.546406	-28
0.546458	-34
0.546510	-94
0.546563	-76
0.546615	-73
0.546667	-49
0.546719	-91
0.546771	25
0.546823	1
0.546875	-19
0.546927	-20
0.546979	45
0.547031	-41
0.547083	-3
0.547135	-22
0.547188	-8
0.547240	-106
0.547292	-28
0.547344	-33
0.547396	-58
0.547448	-61
0.547500	38
0.547552	-72
0.547604	-48
0.547656	43
0.547708	-81
0.547760	-71
0.547813	-42
0.547865	-23
0.547917	-84
0.547969	-73
0.548021	-46
0.548073	-128
0.548125	-84
0.548177	-21
0.548229	-52
0.548281	-121
0.548333	-34
0.548385	8
0.548438	-58
0.548490	-56
0.548542	22
0.548594	-67
0.548646	-126
0.548698	-27
0.548750	3
0.548802	-78
0.548854	-80
0.548906	2
0.548958	-37
0.549010	-72
0.549063	-20
0.549115	-73
0.549167	-86
0.549219	-22
0.549271	23
0.549323	-50
0.549375	-9
0.549427	-19
0.549479	-61
0.549531	-110
0.549583	-14
0.549635	-32
0.549688	-76
0.549740	-24
0.549792	8
0.549844	-50
0.549896	-53
0.549948	44
0.550000	-54
0.550052	-138
0.550104	-52
0.550156	-72
0.550208	-19
0.550260	-58
0.550313	7
0.550365	-69
0.550417	-79
0.550469	7
0.550521	-34
0.550573	-76
0.550625	-29
0.550677	-10
0.550729	-93
0.550781	-76
0.550833	-21
0.550885	-98
0.550938	-99
0.550990	-37
0.551042	-58
0.551094	-89
0.551146	-47
0.551198	-44
0.551250	-93
0.551302	-56
0.551354	31
0.551406	-23
0.551458	-68
0.551510	-41
0.551563	-24
0.551615	-56
0.551667	71
0.551719	77
0.551771	-39
0.551823	-56
0.551875	-30
0.551927	-14
0.551979	-65
0.552031	19
0.552083	-45
0.552135	-81
0.552188	-84
0.552240	3
0.552292	-77
0.552344	-100
0.552396	23
0.552448	-21
0.552500	-70
0.552552	-75
0.552604	37
0.552656	-92
0.552708	-86
0.552760	-27
0.552813	-71
0.552865	-84
0.552917	38
0.552969	-2
0.553021	-56
0.553073	-93
0.553125	-12
0.553177	-34
0.553229	-100
0.553281	-35
0.553333	-58
0.553385	-111
0.553438	8
0.553490	9
0.553542	-62
0.553594	-93
0.553646	25
0.553698	-39
0.553750	-102
0.553802	8
0.553854	15
0.553906	-37
0.553958	-48
0.554010	20
0.554063	-89
0.554115	-93
0.554167	-62
0.554219	-41
0.554271	-108
0.554323	-58
0.554375	-40
0.554427	-65
0.554479	-41
0.554531	4
0.554583	-85
0.554635	-120
0.554688	14
0.554740	-75
0.554792	-144
0.554844	4
0.554896	-37
0.554948	-34
0.555000	-42
0.555052	6
0.555104	-72
0.555156	-82
0.555208	-53
0.555260	68
0.555313	-44
0.555365	-39
0.555417	0
0.555469	-32
0.555521	-59
0.555573	-47
0.555625	-71
0.555677	-76
0.555729	-32
0.555781	-19
0.555833	-57
0.555885	-104
0.555938	58
0.555990	-20
0.556042	-129
0.556094	4
0.556146	0
0.556198	-83
0.556250	-39
0.556302	-13
0.556354	-53
0.556406	-98
0.556458	-8
0.556510	-73
0.556563	-112
0.556615	8
0.556667	9
0.556719	-111
0.556771	-111
0.556823	-86
0.556875	-134
0.556927	-27
0.556979	-24
0.557031	-65
0.557083	-111
0.557135	-54
0.557188	1
0.557240	-56
0.557292	-45
0.557344	41
0.557396	-63
0.557448	-78
0.557500	-81
0.557552	-87
0.557604	-45
0.557656	-93
0.557708	11
0.557760	-101
0.557813	-27
0.557865	30
0.557917	-23
0.557969	-92
0.558021	-2
0.558073	-16
0.558125	-60
0.558177	-22
0.558229	38
0.558281	-67
0.558333	-61
0.558385	-12
0.558437	-38
0.558490	-108
0.558542	-64
0.558594	25
0.558646	-50
0.558698	-109
0.558750	-24
0.558802	-13
0.558854	-117
0.558906	-118
0.558958	-35
0.559010	-17
0.559062	3
0.559115	-13
0.559167	-47
0.559219	-87
0.559271	39
0.559323	14
0.559375	-61
0.559427	-30
0.559479	-48
0.559531	-92
0.559583	-112
0.559635	-27
0.559687	-42
0.559740	-60
0.559792	-26
0.559844	-14
0.559896	-132
0.559948	-83
0.560000	-4
0.560052	-43
0.560104	-70
0.560156	12
0.560208	-3
0.560260	-2
0.560312	-29
0.560365	-20
0.560417	-100
0.560469	-80
0.560521	-10
0.560573	-75
0.560625	-78
0.560677	-25
0.560729	-50
0.560781	-127
0.560833	-58
0.560885	28
0.560937	-77
0.560990	-74
0.561042	0
0.561094	-14
0.561146	-96
0.561198	-70
0.561250	21
0.561302	-46
0.561354	-36
0.561406	-39
0.561458	-85
0.561510	-84
0.561562	-44
0.561615	-30
0.561667	-64
0.561719	-69
0.561771	31
0.561823	-30
0.561875	-69
0.561927	-21
0.561979	-40
0.562031	-115
0.562083	-5
0.562135	-65
0.562187	-67
0.562240	-64
0.562292	-57
0.562344	-93
0.562396	-78
0.562448	-3
0.562500	-28
0.562552	-64
0.562604	18
0.562656	11
0.562708	-76
0.562760	-60
0.562812	-11
0.562865	-65
0.562917	-93
0.562969	8
0.563021	12
0.563073	-94
0.563125	-85
0.563177	12
0.563229	-22
0.563281	-29
0.563333	0
0.563385	-33
0.563437	-66
0.563490	-9
0.563542	-43
0.563594	-101
0.563646	-55
0.563698	25
0.563750	-14
0.563802	-79
0.563854	-8
0.563906	-28
0.563958	-83
0.564010	32
0.564062	20
0.564115	-64
0.564167	-7
0.564219	12
0.564271	-65
0.564323	-95
0.564375	-76
0.564427	-7
0.564479	-65
0.564531	-57
0.564583	16
0.564635	-74
0.564687	-79
0.564740	26
0.564792	-87
0.564844	-70
0.564896	-58
0.564948	-5
0.565000	-112
0.565052	-50
0.565104	8
0.565156	-6
0.565208	-27
0.565260	-40
0.565312	-74
0.565365	-41
0.565417	-14
0.565469	33
0.565521	-108
0.565573	-68
0.565625	-8
0.565677	-74
0.565729	-100
0.565781	-66
0.565833	-28
0.565885	-70
0.565937	-80
0.565990	11
0.566042	-59
0.566094	-64
0.566146	12
0.566198	-36
0.566250	-50
0.566302	-6
0.566354	25
0.566406	-50
0.566458	-33
0.566510	-6
0.566562	-58
0.566615	-99
0.566667	-37
0.566719	-34
0.566771	-62
0.566823	-80
0.566875	-8
0.566927	-63
0.566979	-104
0.567031	-40
0.567083	17
0.567135	-106
0.567187	17
0.567240	6
0.567292	-60
0.567344	-28
0.567396	17
0.567448	-42
0.567500	-67
0.567552	-10
0.567604	-26
0.567656	-119
0.567708	-38
0.567760	28
0.567812	-63
0.567865	-68
0.567917	-5
0.567969	-9
0.568021	-54
0.568073	14
0.568125	-7
0.568177	-124
0.568229	-76
0.568281	-12
0.568333	-71
0.568385	-46
0.568437	-21
0.568490	-71
0.568542	-49
0.568594	-27
0.568646	-31
0.568698	-100
0.568750	-108
0.568802	-29
0.568854	-78
0.568906	-65
0.568958	-15
0.569010	-60
0.569062	-70
0.569115	-57
0.569167	6
0.569219	-80
0.569271	-48
0.569323	-25
0.569375	-32
0.569427	-67
0.569479	-12
0.569531	-5
0.569583	-32
0.569635	-92
0.569687	-5
0.569740	-40
0.569792	-115
0.569844	18
0.569896	-38
0.569948	-102
0.570000	-6
0.570052	23
0.570104	-14
0.570156	-108
0.570208	13
0.570260	-63
0.570312	-76
0.570365	9
0.570417	-4
0.570469	-64
0.570521	-83
0.570573	25
0.570625	-64
0.570677	-93
0.570729	-12
0.570781	-46
0.570833	-66
0.570885	-2
0.570937	12
0.570990	-113
0.571042	-105
0.571094	-13
0.571146	-37
0.571198	-34
0.571250	16
0.571302	-8
0.571354	-107
0.571406	-46
0.571458	23
0.571510	-71
0.571562	-110
0.571615	28
0.571667	-87
0.571719	-126
0.571771	-13
0.571823	-17
0.571875	-96
0.571927	-59
0.571979	12
0.572031	-32
0.572083	-70
0.572135	-66
0.572187	3
0.572240	-65
0.572292	-75
0.572344	-50
0.572396	-12
0.572448	-111
0.572500	-23
0.572552	-90
0.572604	-72
0.572656	-2
0.572708	-46
0.572760	-85
0.572812	9
0.572865	71
0.572917	-100
0.572969	-97
0.573021	-41
0.573073	-64
0.573125	-90
0.573177	-73
0.573229	-73
0.573281	-92
0.573333	-14
0.573385	20
0.573437	-49
0.573490	-44
0.573542	32
0.573594	-19
0.573646	-93
0.573698	-44
0.573750	12
0.573802	-44
0.573854	-61
0.573906	22
0.573958	-29
0.574010	-65
0.574062	-29
0.574115	-48
0.574167	-83
0.574219	-66
0.574271	-50
0.574323	-53
0.574375	-72
0.574427	-7
0.574479	-67
0.574531	-59
0.574583	20
0.574635	29
0.574687	-85
0.574740	-24
0.574792	45
0.574844	-13
0.574896	-69
0.574948	11
0.575000	-33
0.575052	-87
0.575104	-26
0.575156	-12
0.575208	-55
0.575260	-124
0.575312	-8
0.575365	-42
0.575417	-52
0.575469	-5
0.575521	-55
0.575573	-89
0.575625	-32
0.575677	-14
0.575729	-67
0.575781	-87
0.575833	16
0.575885	-4
0.575937	-35
0.575990	-37
0.576042	-8
0.576094	-67
0.576146	-101
0.576198	-5
0.576250	0
0.576302	-31
0.576354	-19
0.576406	-53
0.576458	-107
0.576510	-73
0.576562	-21
0.576615	-50
0.576667	-36
0.576719	-29
0.576771	-36
0.576823	-82
0.576875	-73
0.576927	-13
0.576979	-22
0.577031	-49
0.577083	-19
0.577135	-81
0.577187	-13
0.577240	-12
0.577292	2
0.577344	-56
0.577396	-63
0.577448	36
0.577500	-54
0.577552	-105
0.577604	-16
0.577656	-20
0.577708	-110
0.577760	-39
0.577812	-1
0.577865	-34
0.577917	-82
0.577969	12
0.578021	-98
0.578073	-71
0.578125	52
0.578177	-52
0.578229	5
0.578281	13
0.578333	-53
0.578385	-87
0.578437	-89
0.578490	55
0.578542	-18
0.578594	-104
0.578646	-42
0.578698	-45
0.578750	-52
0.578802	-84
0.578854	-7
0.578906	-15
0.578958	-75
0.579010	-26
0.579062	-70
0.579115	-148
0.579167	-90
0.579219	-3
0.579271	-146
0.579323	-25
0.579375	-4
0.579427	-91
0.579479	-137
0.579531	-13
0.579583	4
0.579635	-33
0.579687	-93
0.579740	-68
0.579792	-90
0.579844	-99
0.579896	23
0.579948	-18
0.580000	-90
0.580052	-37
0.580104	-9
0.580156	-58
0.580208	-112
0.580260	-29
0.580312	-41
0.580365	-20
0.580417	4
0.580469	-12
0.580521	-101
0.580573	-13
0.580625	29
0.580677	-22
0.580729	-52
0.580781	21
0.580833	-4
0.580885	-33
0.580937	2
0.580990	26
0.581042	-68
0.581094	-60
0.581146	6
0.581198	-76
0.581250	-38
0.581302	49
0.581354	-41
0.581406	-53
0.581458	-37
0.581510	-43
0.581562	-90
0.581615	-59
0.581667	-15
0.581719	-63
0.581771	-112
0.581823	-5
0.581875	-20
0.581927	-102
0.581979	-34
0.582031	19
0.582083	-105
0.582135	-42
0.582187	-18
0.582240	-65
0.582292	-140
0.582344	-73
0.582396	-79
0.582448	-64
0.582500	-37
0.582552	11
0.582604	12
0.582656	-23
0.582708	20
0.582760	-98
0.582812	-68
0.582865	-38
0.582917	-4
0.582969	-32
0.583021	-111
0.583073	-14
0.583125	-62
0.583177	-133
0.583229	-43
0.583281	-35
0.583333	-67
0.583385	-15
0.583437	31
0.583490	-100
0.583542	-66
0.583594	-3
0.583646	-56
0.583698	-105
0.583750	-60
0.583802	-29
0.583854	-58
0.583906	-37
0.583958	-25
0.584010	-61
0.584062	-81
0.584115	-96
0.584167	15
0.584219	-62
0.584271	-8
0.584323	-1
0.584375	-75
0.584427	-55
0.584479	4
0.584531	-34
0.584583	-118
0.584635	-51
0.584687	8
0.584740	9
0.584792	-36
0.584844	-16
0.584896	-52
0.584948	-117
0.585000	-29
0.585052	-76
0.585104	-98
0.585156	-32
0.585208	-32
0.585260	-37
0.585312	-57
0.585365	33
0.585417	-36
0.585469	-59
0.585521	29
0.585573	-50
0.585625	-33
0.585677	-25
0.585729	1
0.585781	-92
0.585833	-108
0.585885	12
0.585937	-25
0.585990	-104
0.586042	-39
0.586094	-10
0.586146	-35
0.586198	-44
0.586250	-26
0.586302	-59
0.586354	-33
0.586406	14
0.586458	-102
0.586510	-125
0.586562	-64
0.586615	21
0.586667	-26
0.586719	-16
0.586771	-31
0.586823	-39
0.586875	-45
0.586927	-20
0.586979	-25
0.587031	-94
0.587083	-43
0.587135	5
0.587187	-57
0.587240	-61
0.587292	36
0.587344	-106
0.587396	-150
0.587448	-41
0.587500	-10
0.587552	-68
0.587604	-31
0.587656	-53
0.587708	-88
0.587760	-76
0.587812	51
0.587865	-49
0.587917	-79
0.587969	7
0.588021	-32
0.588073	-84
0.588125	-71
0.588177	-38
0.588229	4
0.588281	-75
0.588333	-90
0.588385	-3
0.588437	-94
0.588490	-93
0.588542	33
0.588594	-40
0.588646	-91
0.588698	-14
0.588750	-6
0.588802	-108
0.588854	-64
0.588906	10
0.588958	-92
0.589010	-36
0.589062	11
0.589115	-42
0.589167	-91
0.589219	-14
0.589271	-22
0.589323	-78
0.589375	-94
0.589427	-12
0.589479	-21
0.589531	-127
0.589583	-26
0.589635	-57
0.589687	-114
0.589740	-106
0.589792	-37
0.589844	-84
0.589896	-90
0.589948	11
0.590000	-33
0.590052	-106
0.590104	-39
0.590156	-50
0.590208	-71
0.590260	-35
0.590312	-18
0.590365	-159
0.590417	-105
0.590469	-3
0.590521	18
0.590573	-8
0.590625	44
0.590677	40
0.590729	-97
0.590781	-6
0.590833	40
0.590885	-31
0.590937	-67
0.590990	-8
0.591042	-42
0.591094	-70
0.591146	-15
0.591198	-31
0.591250	-45
0.591302	-41
0.591354	-1
0.591406	-87
0.591458	-137
0.591510	15
0.591562	-50
0.591615	-117
0.591667	-50
0.591719	-18
0.591771	-108
0.591823	-69
0.591875	24
0.591927	-29
0.591979	-124
0.592031	-64
0.592083	10
0.592135	-56
0.592187	-56
0.592240	15
0.592292	-19
0.592344	-104
0.592396	-21
0.592448	-35
0.592500	-58
0.592552	-65
0.592604	2
0.592656	-60
0.592708	-47
0.592760	21
0.592812	-25
0.592865	-49
0.592917	-34
0.592969	-27
0.593021	-98
0.593073	-38
0.593125	3
0.593177	-49
0.593229	-95
0.593281	-15
0.593333	-43
0.593385	-72
0.593437	-24
0.593490	-56
0.593542	-40
0.593594	-50
0.593646	-15
0.593698	-43
0.593750	-45
0.593802	-25
